trading_step,ds,split
2228,2018-11-07,Train
2229,2018-11-08,Train
2230,2018-11-09,Train
2231,2018-11-12,Train
2232,2018-11-13,Train
2233,2018-11-14,Train
2234,2018-11-15,Train
2235,2018-11-16,Train
2236,2018-11-19,Train
2237,2018-11-20,Train
2238,2018-11-21,Train
2239,2018-11-23,Train
2240,2018-11-26,Train
2241,2018-11-27,Train
2242,2018-11-28,Train
2243,2018-11-29,Train
2244,2018-11-30,Train
2245,2018-12-03,Train
2246,2018-12-04,Train
2247,2018-12-06,Train
2248,2018-12-07,Train
2249,2018-12-10,Train
2250,2018-12-11,Train
2251,2018-12-12,Train
2252,2018-12-13,Train
2253,2018-12-14,Train
2254,2018-12-17,Train
2255,2018-12-18,Train
2256,2018-12-19,Train
2257,2018-12-20,Train
2258,2018-12-21,Train
2259,2018-12-24,Train
2260,2018-12-26,Train
2261,2018-12-27,Train
2262,2018-12-28,Train
2263,2018-12-31,Train
2264,2019-01-02,Train
2265,2019-01-03,Train
2266,2019-01-04,Train
2267,2019-01-07,Train
2268,2019-01-08,Train
2269,2019-01-09,Train
2270,2019-01-10,Train
2271,2019-01-11,Train
2272,2019-01-14,Train
2273,2019-01-15,Train
2274,2019-01-16,Train
2275,2019-01-17,Train
2276,2019-01-18,Train
2277,2019-01-22,Train
2278,2019-01-23,Train
2279,2019-01-24,Train
2280,2019-01-25,Train
2281,2019-01-28,Train
2282,2019-01-29,Train
2283,2019-01-30,Train
2284,2019-01-31,Train
2285,2019-02-01,Train
2286,2019-02-04,Train
2287,2019-02-05,Train
2288,2019-02-06,Train
2289,2019-02-07,Train
2290,2019-02-08,Train
2291,2019-02-11,Train
2292,2019-02-12,Train
2293,2019-02-13,Train
2294,2019-02-14,Train
2295,2019-02-15,Train
2296,2019-02-19,Train
2297,2019-02-20,Train
2298,2019-02-21,Train
2299,2019-02-22,Train
2300,2019-02-25,Train
2301,2019-02-26,Train
2302,2019-02-27,Train
2303,2019-02-28,Train
2304,2019-03-01,Train
2305,2019-03-04,Train
2306,2019-03-05,Train
2307,2019-03-06,Train
2308,2019-03-07,Train
2309,2019-03-08,Train
2310,2019-03-11,Train
2311,2019-03-12,Train
2312,2019-03-13,Train
2313,2019-03-14,Train
2314,2019-03-15,Train
2315,2019-03-18,Train
2316,2019-03-19,Train
2317,2019-03-20,Train
2318,2019-03-21,Train
2319,2019-03-22,Train
2320,2019-03-25,Train
2321,2019-03-26,Train
2322,2019-03-27,Train
2323,2019-03-28,Train
2324,2019-03-29,Train
2325,2019-04-01,Train
2326,2019-04-02,Train
2327,2019-04-03,Train
2328,2019-04-04,Train
2329,2019-04-05,Train
2330,2019-04-08,Train
2331,2019-04-09,Train
2332,2019-04-10,Train
2333,2019-04-11,Train
2334,2019-04-12,Train
2335,2019-04-15,Train
2336,2019-04-16,Train
2337,2019-04-17,Train
2338,2019-04-18,Train
2339,2019-04-22,Train
2340,2019-04-23,Train
2341,2019-04-24,Train
2342,2019-04-25,Train
2343,2019-04-26,Train
2344,2019-04-29,Train
2345,2019-04-30,Train
2346,2019-05-01,Train
2347,2019-05-02,Train
2348,2019-05-03,Train
2349,2019-05-06,Train
2350,2019-05-07,Train
2351,2019-05-08,Train
2352,2019-05-09,Train
2353,2019-05-10,Train
2354,2019-05-13,Train
2355,2019-05-14,Train
2356,2019-05-15,Train
2357,2019-05-16,Train
2358,2019-05-17,Train
2359,2019-05-20,Train
2360,2019-05-21,Train
2361,2019-05-22,Train
2362,2019-05-23,Train
2363,2019-05-24,Train
2364,2019-05-28,Train
2365,2019-05-29,Train
2366,2019-05-30,Train
2367,2019-05-31,Train
2368,2019-06-03,Train
2369,2019-06-04,Train
2370,2019-06-05,Train
2371,2019-06-06,Train
2372,2019-06-07,Train
2373,2019-06-10,Train
2374,2019-06-11,Train
2375,2019-06-12,Train
2376,2019-06-13,Train
2377,2019-06-14,Train
2378,2019-06-17,Train
2379,2019-06-18,Train
2380,2019-06-19,Train
2381,2019-06-20,Train
2382,2019-06-21,Train
2383,2019-06-24,Train
2384,2019-06-25,Train
2385,2019-06-26,Train
2386,2019-06-27,Train
2387,2019-06-28,Train
2388,2019-07-01,Train
2389,2019-07-02,Train
2390,2019-07-03,Train
2391,2019-07-05,Train
2392,2019-07-08,Train
2393,2019-07-09,Train
2394,2019-07-10,Train
2395,2019-07-11,Train
2396,2019-07-12,Train
2397,2019-07-15,Train
2398,2019-07-16,Train
2399,2019-07-17,Train
2400,2019-07-18,Train
2401,2019-07-19,Train
2402,2019-07-22,Train
2403,2019-07-23,Train
2404,2019-07-24,Train
2405,2019-07-25,Train
2406,2019-07-26,Train
2407,2019-07-29,Train
2408,2019-07-30,Train
2409,2019-07-31,Train
2410,2019-08-01,Train
2411,2019-08-02,Train
2412,2019-08-05,Train
2413,2019-08-06,Train
2414,2019-08-07,Train
2415,2019-08-08,Train
2416,2019-08-09,Train
2417,2019-08-12,Train
2418,2019-08-13,Train
2419,2019-08-14,Train
2420,2019-08-15,Train
2421,2019-08-16,Train
2422,2019-08-19,Train
2423,2019-08-20,Train
2424,2019-08-21,Train
2425,2019-08-22,Train
2426,2019-08-23,Train
2427,2019-08-26,Train
2428,2019-08-27,Train
2429,2019-08-28,Train
2430,2019-08-29,Train
2431,2019-08-30,Train
2432,2019-09-03,Train
2433,2019-09-04,Train
2434,2019-09-05,Train
2435,2019-09-06,Train
2436,2019-09-09,Train
2437,2019-09-10,Train
2438,2019-09-11,Train
2439,2019-09-12,Train
2440,2019-09-13,Train
2441,2019-09-16,Train
2442,2019-09-17,Train
2443,2019-09-18,Train
2444,2019-09-19,Train
2445,2019-09-20,Train
2446,2019-09-23,Train
2447,2019-09-24,Train
2448,2019-09-25,Train
2449,2019-09-26,Train
2450,2019-09-27,Train
2451,2019-09-30,Train
2452,2019-10-01,Train
2453,2019-10-02,Train
2454,2019-10-03,Train
2455,2019-10-04,Train
2456,2019-10-07,Train
2457,2019-10-08,Train
2458,2019-10-09,Train
2459,2019-10-10,Train
2460,2019-10-11,Train
2461,2019-10-14,Train
2462,2019-10-15,Train
2463,2019-10-16,Train
2464,2019-10-17,Train
2465,2019-10-18,Train
2466,2019-10-21,Train
2467,2019-10-22,Train
2468,2019-10-23,Train
2469,2019-10-24,Train
2470,2019-10-25,Train
2471,2019-10-28,Train
2472,2019-10-29,Train
2473,2019-10-30,Train
2474,2019-10-31,Train
2475,2019-11-01,Train
2476,2019-11-04,Train
2477,2019-11-05,Train
2478,2019-11-06,Train
2479,2019-11-07,Train
2480,2019-11-08,Train
2481,2019-11-11,Train
2482,2019-11-12,Train
2483,2019-11-13,Train
2484,2019-11-14,Train
2485,2019-11-15,Train
2486,2019-11-18,Train
2487,2019-11-19,Train
2488,2019-11-20,Train
2489,2019-11-21,Train
2490,2019-11-22,Train
2491,2019-11-25,Train
2492,2019-11-26,Train
2493,2019-11-27,Train
2494,2019-11-29,Train
2495,2019-12-02,Train
2496,2019-12-03,Train
2497,2019-12-04,Train
2498,2019-12-05,Train
2499,2019-12-06,Train
2500,2019-12-09,Train
2501,2019-12-10,Train
2502,2019-12-11,Train
2503,2019-12-12,Train
2504,2019-12-13,Train
2505,2019-12-16,Train
2506,2019-12-17,Train
2507,2019-12-18,Train
2508,2019-12-19,Train
2509,2019-12-20,Train
2510,2019-12-23,Train
2511,2019-12-24,Train
2512,2019-12-26,Train
2513,2019-12-27,Train
2514,2019-12-30,Train
2515,2019-12-31,Train
2516,2020-01-02,Train
2517,2020-01-03,Train
2518,2020-01-06,Train
2519,2020-01-07,Train
2520,2020-01-08,Train
2521,2020-01-09,Train
2522,2020-01-10,Train
2523,2020-01-13,Train
2524,2020-01-14,Train
2525,2020-01-15,Train
2526,2020-01-16,Train
2527,2020-01-17,Train
2528,2020-01-21,Train
2529,2020-01-22,Train
2530,2020-01-23,Train
2531,2020-01-24,Train
2532,2020-01-27,Train
2533,2020-01-28,Train
2534,2020-01-29,Train
2535,2020-01-30,Train
2536,2020-01-31,Train
2537,2020-02-03,Train
2538,2020-02-04,Train
2539,2020-02-05,Train
2540,2020-02-06,Train
2541,2020-02-07,Train
2542,2020-02-10,Train
2543,2020-02-11,Train
2544,2020-02-12,Train
2545,2020-02-13,Train
2546,2020-02-14,Train
2547,2020-02-18,Train
2548,2020-02-19,Train
2549,2020-02-20,Train
2550,2020-02-21,Train
2551,2020-02-24,Train
2552,2020-02-25,Train
2553,2020-02-26,Train
2554,2020-02-27,Train
2555,2020-02-28,Train
2556,2020-03-02,Train
2557,2020-03-03,Train
2558,2020-03-04,Train
2559,2020-03-05,Train
2560,2020-03-06,Train
2561,2020-03-09,Train
2562,2020-03-10,Train
2563,2020-03-11,Train
2564,2020-03-12,Train
2565,2020-03-13,Train
2566,2020-03-16,Train
2567,2020-03-17,Train
2568,2020-03-18,Train
2569,2020-03-19,Train
2570,2020-03-20,Train
2571,2020-03-23,Train
2572,2020-03-24,Train
2573,2020-03-25,Train
2574,2020-03-26,Train
2575,2020-03-27,Train
2576,2020-03-30,Train
2577,2020-03-31,Train
2578,2020-04-01,Train
2579,2020-04-02,Train
2580,2020-04-03,Train
2581,2020-04-06,Train
2582,2020-04-07,Train
2583,2020-04-08,Train
2584,2020-04-09,Train
2585,2020-04-13,Train
2586,2020-04-14,Train
2587,2020-04-15,Train
2588,2020-04-16,Train
2589,2020-04-17,Train
2590,2020-04-20,Train
2591,2020-04-21,Train
2592,2020-04-22,Train
2593,2020-04-23,Train
2594,2020-04-24,Train
2595,2020-04-27,Train
2596,2020-04-28,Train
2597,2020-04-29,Train
2598,2020-04-30,Train
2599,2020-05-01,Train
2600,2020-05-04,Train
2601,2020-05-05,Train
2602,2020-05-06,Train
2603,2020-05-07,Train
2604,2020-05-08,Train
2605,2020-05-11,Train
2606,2020-05-12,Train
2607,2020-05-13,Train
2608,2020-05-14,Train
2609,2020-05-15,Train
2610,2020-05-18,Train
2611,2020-05-19,Train
2612,2020-05-20,Train
2613,2020-05-21,Train
2614,2020-05-22,Train
2615,2020-05-26,Train
2616,2020-05-27,Train
2617,2020-05-28,Train
2618,2020-05-29,Train
2619,2020-06-01,Train
2620,2020-06-02,Train
2621,2020-06-03,Train
2622,2020-06-04,Train
2623,2020-06-05,Train
2624,2020-06-08,Train
2625,2020-06-09,Train
2626,2020-06-10,Train
2627,2020-06-11,Train
2628,2020-06-12,Train
2629,2020-06-15,Train
2630,2020-06-16,Train
2631,2020-06-17,Train
2632,2020-06-18,Train
2633,2020-06-19,Train
2634,2020-06-22,Train
2635,2020-06-23,Train
2636,2020-06-24,Train
2637,2020-06-25,Train
2638,2020-06-26,Train
2639,2020-06-29,Train
2640,2020-06-30,Train
2641,2020-07-01,Train
2642,2020-07-02,Train
2643,2020-07-06,Train
2644,2020-07-07,Train
2645,2020-07-08,Train
2646,2020-07-09,Train
2647,2020-07-10,Train
2648,2020-07-13,Train
2649,2020-07-14,Train
2650,2020-07-15,Train
2651,2020-07-16,Train
2652,2020-07-17,Train
2653,2020-07-20,Train
2654,2020-07-21,Train
2655,2020-07-22,Train
2656,2020-07-23,Train
2657,2020-07-24,Train
2658,2020-07-27,Train
2659,2020-07-28,Train
2660,2020-07-29,Train
2661,2020-07-30,Train
2662,2020-07-31,Train
2663,2020-08-03,Train
2664,2020-08-04,Train
2665,2020-08-05,Train
2666,2020-08-06,Train
2667,2020-08-07,Train
2668,2020-08-10,Train
2669,2020-08-11,Train
2670,2020-08-12,Train
2671,2020-08-13,Train
2672,2020-08-14,Train
2673,2020-08-17,Train
2674,2020-08-18,Train
2675,2020-08-19,Train
2676,2020-08-20,Train
2677,2020-08-21,Train
2678,2020-08-24,Train
2679,2020-08-25,Train
2680,2020-08-26,Train
2681,2020-08-27,Train
2682,2020-08-28,Train
2683,2020-08-31,Train
2684,2020-09-01,Train
2685,2020-09-02,Train
2686,2020-09-03,Train
2687,2020-09-04,Train
2688,2020-09-08,Train
2689,2020-09-09,Train
2690,2020-09-10,Train
2691,2020-09-11,Train
2692,2020-09-14,Train
2693,2020-09-15,Train
2694,2020-09-16,Train
2695,2020-09-17,Train
2696,2020-09-18,Train
2697,2020-09-21,Train
2698,2020-09-22,Train
2699,2020-09-23,Train
2700,2020-09-24,Train
2701,2020-09-25,Train
2702,2020-09-28,Train
2703,2020-09-29,Train
2704,2020-09-30,Train
2705,2020-10-01,Train
2706,2020-10-02,Train
2707,2020-10-05,Train
2708,2020-10-06,Train
2709,2020-10-07,Train
2710,2020-10-08,Train
2711,2020-10-09,Train
2712,2020-10-12,Train
2713,2020-10-13,Train
2714,2020-10-14,Train
2715,2020-10-15,Train
2716,2020-10-16,Train
2717,2020-10-19,Train
2718,2020-10-20,Train
2719,2020-10-21,Train
2720,2020-10-22,Train
2721,2020-10-23,Train
2722,2020-10-26,Train
2723,2020-10-27,Train
2724,2020-10-28,Train
2725,2020-10-29,Train
2726,2020-10-30,Train
2727,2020-11-02,Train
2728,2020-11-03,Train
2729,2020-11-04,Train
2730,2020-11-05,Train
2731,2020-11-06,Train
2732,2020-11-09,Train
2733,2020-11-10,Train
2734,2020-11-11,Train
2735,2020-11-12,Train
2736,2020-11-13,Train
2737,2020-11-16,Train
2738,2020-11-17,Train
2739,2020-11-18,Train
2740,2020-11-19,Train
2741,2020-11-20,Train
2742,2020-11-23,Train
2743,2020-11-24,Train
2744,2020-11-25,Train
2745,2020-11-27,Train
2746,2020-11-30,Train
2747,2020-12-01,Train
2748,2020-12-02,Train
2749,2020-12-03,Train
2750,2020-12-04,Train
2751,2020-12-07,Train
2752,2020-12-08,Train
2753,2020-12-09,Train
2754,2020-12-10,Train
2755,2020-12-11,Train
2756,2020-12-14,Train
2757,2020-12-15,Train
2758,2020-12-16,Train
2759,2020-12-17,Train
2760,2020-12-18,Train
2761,2020-12-21,Train
2762,2020-12-22,Train
2763,2020-12-23,Train
2764,2020-12-24,Train
2765,2020-12-28,Train
2766,2020-12-29,Train
2767,2020-12-30,Train
2768,2020-12-31,Train
2769,2021-01-04,Train
2770,2021-01-05,Train
2771,2021-01-06,Train
2772,2021-01-07,Train
2773,2021-01-08,Train
2774,2021-01-11,Train
2775,2021-01-12,Train
2776,2021-01-13,Train
2777,2021-01-14,Train
2778,2021-01-15,Train
2779,2021-01-19,Train
2780,2021-01-20,Train
2781,2021-01-21,Train
2782,2021-01-22,Train
2783,2021-01-25,Train
2784,2021-01-26,Train
2785,2021-01-27,Train
2786,2021-01-28,Train
2787,2021-01-29,Train
2788,2021-02-01,Train
2789,2021-02-02,Train
2790,2021-02-03,Train
2791,2021-02-04,Train
2792,2021-02-05,Train
2793,2021-02-08,Train
2794,2021-02-09,Train
2795,2021-02-10,Train
2796,2021-02-11,Train
2797,2021-02-12,Train
2798,2021-02-16,Train
2799,2021-02-17,Train
2800,2021-02-18,Train
2801,2021-02-19,Train
2802,2021-02-22,Train
2803,2021-02-23,Train
2804,2021-02-24,Train
2805,2021-02-25,Train
2806,2021-02-26,Train
2807,2021-03-01,Train
2808,2021-03-02,Train
2809,2021-03-03,Train
2810,2021-03-04,Train
2811,2021-03-05,Train
2812,2021-03-08,Train
2813,2021-03-09,Train
2814,2021-03-10,Train
2815,2021-03-11,Train
2816,2021-03-12,Train
2817,2021-03-15,Train
2818,2021-03-16,Train
2819,2021-03-17,Train
2820,2021-03-18,Train
2821,2021-03-19,Train
2822,2021-03-22,Train
2823,2021-03-23,Train
2824,2021-03-24,Train
2825,2021-03-25,Train
2826,2021-03-26,Train
2827,2021-03-29,Train
2828,2021-03-30,Train
2829,2021-03-31,Train
2830,2021-04-01,Train
2831,2021-04-05,Train
2832,2021-04-06,Train
2833,2021-04-07,Train
2834,2021-04-08,Train
2835,2021-04-09,Train
2836,2021-04-12,Train
2837,2021-04-13,Train
2838,2021-04-14,Train
2839,2021-04-15,Train
2840,2021-04-16,Train
2841,2021-04-19,Train
2842,2021-04-20,Train
2843,2021-04-21,Train
2844,2021-04-22,Train
2845,2021-04-23,Train
2846,2021-04-26,Train
2847,2021-04-27,Train
2848,2021-04-28,Train
2849,2021-04-29,Train
2850,2021-04-30,Train
2851,2021-05-03,Train
2852,2021-05-04,Train
2853,2021-05-05,Train
2854,2021-05-06,Train
2855,2021-05-07,Train
2856,2021-05-10,Train
2857,2021-05-11,Train
2858,2021-05-12,Train
2859,2021-05-13,Train
2860,2021-05-14,Train
2861,2021-05-17,Train
2862,2021-05-18,Train
2863,2021-05-19,Train
2864,2021-05-20,Train
2865,2021-05-21,Train
2866,2021-05-24,Train
2867,2021-05-25,Train
2868,2021-05-26,Train
2869,2021-05-27,Train
2870,2021-05-28,Validation
2871,2021-06-01,Validation
2872,2021-06-02,Validation
2873,2021-06-03,Validation
2874,2021-06-04,Validation
2875,2021-06-07,Validation
2876,2021-06-08,Validation
2877,2021-06-09,Validation
2878,2021-06-10,Validation
2879,2021-06-11,Validation
2880,2021-06-14,Validation
2881,2021-06-15,Validation
2882,2021-06-16,Validation
2883,2021-06-17,Validation
2884,2021-06-18,Validation
2885,2021-06-21,Validation
2886,2021-06-22,Validation
2887,2021-06-23,Validation
2888,2021-06-24,Validation
2889,2021-06-25,Validation
2890,2021-06-28,Validation
2891,2021-06-29,Validation
2892,2021-06-30,Validation
2893,2021-07-01,Validation
2894,2021-07-02,Validation
2895,2021-07-06,Validation
2896,2021-07-07,Validation
2897,2021-07-08,Validation
2898,2021-07-09,Validation
2899,2021-07-12,Validation
2900,2021-07-13,Validation
2901,2021-07-14,Validation
2902,2021-07-15,Validation
2903,2021-07-16,Validation
2904,2021-07-19,Validation
2905,2021-07-20,Validation
2906,2021-07-21,Validation
2907,2021-07-22,Validation
2908,2021-07-23,Validation
2909,2021-07-26,Validation
2910,2021-07-27,Validation
2911,2021-07-28,Validation
2912,2021-07-29,Validation
2913,2021-07-30,Validation
2914,2021-08-02,Validation
2915,2021-08-03,Validation
2916,2021-08-04,Validation
2917,2021-08-05,Validation
2918,2021-08-06,Validation
2919,2021-08-09,Validation
2920,2021-08-10,Validation
2921,2021-08-11,Validation
2922,2021-08-12,Validation
2923,2021-08-13,Validation
2924,2021-08-16,Validation
2925,2021-08-17,Validation
2926,2021-08-18,Validation
2927,2021-08-19,Validation
2928,2021-08-20,Validation
2929,2021-08-23,Validation
2930,2021-08-24,Validation
2931,2021-08-25,Validation
2932,2021-08-26,Validation
2933,2021-08-27,Validation
2934,2021-08-30,Validation
2935,2021-08-31,Validation
2936,2021-09-01,Validation
2937,2021-09-02,Validation
2938,2021-09-03,Validation
2939,2021-09-07,Validation
2940,2021-09-08,Validation
2941,2021-09-09,Validation
2942,2021-09-10,Validation
2943,2021-09-13,Validation
2944,2021-09-14,Validation
2945,2021-09-15,Validation
2946,2021-09-16,Validation
2947,2021-09-17,Validation
2948,2021-09-20,Validation
2949,2021-09-21,Validation
2950,2021-09-22,Validation
2951,2021-09-23,Validation
2952,2021-09-24,Validation
2953,2021-09-27,Validation
2954,2021-09-28,Validation
2955,2021-09-29,Validation
2956,2021-09-30,Validation
2957,2021-10-01,Validation
2958,2021-10-04,Validation
2959,2021-10-05,Validation
2960,2021-10-06,Validation
2961,2021-10-07,Validation
2962,2021-10-08,Validation
2963,2021-10-11,Validation
2964,2021-10-12,Validation
2965,2021-10-13,Validation
2966,2021-10-14,Validation
2967,2021-10-15,Validation
2968,2021-10-18,Validation
2969,2021-10-19,Validation
2970,2021-10-20,Validation
2971,2021-10-21,Validation
2972,2021-10-22,Validation
2973,2021-10-25,Validation
2974,2021-10-26,Validation
2975,2021-10-27,Validation
2976,2021-10-28,Validation
2977,2021-10-29,Validation
2978,2021-11-01,Validation
2979,2021-11-02,Validation
2980,2021-11-03,Validation
2981,2021-11-04,Validation
2982,2021-11-05,Validation
2983,2021-11-08,Validation
2984,2021-11-09,Validation
2985,2021-11-10,Validation
2986,2021-11-11,Validation
2987,2021-11-12,Validation
2988,2021-11-15,Validation
2989,2021-11-16,Validation
2990,2021-11-17,Validation
2991,2021-11-18,Validation
2992,2021-11-19,Validation
2993,2021-11-22,Validation
2994,2021-11-23,Validation
2995,2021-11-24,Validation
2996,2021-11-26,Validation
2997,2021-11-29,Validation
2998,2021-11-30,Validation
2999,2021-12-01,Validation
3000,2021-12-02,Validation
3001,2021-12-03,Validation
3002,2021-12-06,Validation
3003,2021-12-07,Validation
3004,2021-12-08,Validation
3005,2021-12-09,Validation
3006,2021-12-10,Validation
3007,2021-12-13,Validation
3008,2021-12-14,Validation
3009,2021-12-15,Validation
3010,2021-12-16,Validation
3011,2021-12-17,Validation
3012,2021-12-20,Validation
3013,2021-12-21,Validation
3014,2021-12-22,Validation
3015,2021-12-23,Validation
3016,2021-12-27,Validation
3017,2021-12-28,Validation
3018,2021-12-29,Validation
3019,2021-12-30,Validation
3020,2021-12-31,Validation
3021,2022-01-03,Validation
3022,2022-01-04,Validation
3023,2022-01-05,Validation
3024,2022-01-06,Validation
3025,2022-01-07,Validation
3026,2022-01-10,Validation
3027,2022-01-11,Validation
3028,2022-01-12,Validation
3029,2022-01-13,Validation
3030,2022-01-14,Validation
3031,2022-01-18,Validation
3032,2022-01-19,Validation
3033,2022-01-20,Validation
3034,2022-01-21,Validation
3035,2022-01-24,Validation
3036,2022-01-25,Validation
3037,2022-01-26,Validation
3038,2022-01-27,Validation
3039,2022-01-28,Validation
3040,2022-01-31,Validation
3041,2022-02-01,Validation
3042,2022-02-02,Validation
3043,2022-02-03,Validation
3044,2022-02-04,Validation
3045,2022-02-07,Validation
3046,2022-02-08,Validation
3047,2022-02-09,Validation
3048,2022-02-10,Validation
3049,2022-02-11,Validation
3050,2022-02-14,Validation
3051,2022-02-15,Validation
3052,2022-02-16,Validation
3053,2022-02-17,Validation
3054,2022-02-18,Validation
3055,2022-02-22,Validation
3056,2022-02-23,Validation
3057,2022-02-24,Validation
3058,2022-02-25,Validation
3059,2022-02-28,Validation
3060,2022-03-01,Validation
3061,2022-03-02,Validation
3062,2022-03-03,Validation
3063,2022-03-04,Validation
3064,2022-03-07,Validation
3065,2022-03-08,Validation
3066,2022-03-09,Validation
3067,2022-03-10,Validation
3068,2022-03-11,Validation
3069,2022-03-14,Validation
3070,2022-03-15,Validation
3071,2022-03-16,Validation
3072,2022-03-17,Validation
3073,2022-03-18,Validation
3074,2022-03-21,Validation
3075,2022-03-22,Validation
3076,2022-03-23,Validation
3077,2022-03-24,Validation
3078,2022-03-25,Validation
3079,2022-03-28,Validation
3080,2022-03-29,Validation
3081,2022-03-30,Validation
3082,2022-03-31,Validation
3083,2022-04-01,Validation
3084,2022-04-04,Validation
3085,2022-04-05,Validation
3086,2022-04-06,Validation
3087,2022-04-07,Validation
3088,2022-04-08,Validation
3089,2022-04-11,Validation
3090,2022-04-12,Validation
3091,2022-04-13,Validation
3092,2022-04-14,Validation
3093,2022-04-18,Validation
3094,2022-04-19,Validation
3095,2022-04-20,Validation
3096,2022-04-21,Validation
3097,2022-04-22,Validation
3098,2022-04-25,Validation
3099,2022-04-26,Validation
3100,2022-04-27,Validation
3101,2022-04-28,Validation
3102,2022-04-29,Validation
3103,2022-05-02,Validation
3104,2022-05-03,Validation
3105,2022-05-04,Validation
3106,2022-05-05,Validation
3107,2022-05-06,Validation
3108,2022-05-09,Validation
3109,2022-05-10,Validation
3110,2022-05-11,Validation
3111,2022-05-12,Validation
3112,2022-05-13,Validation
3113,2022-05-16,Validation
3114,2022-05-17,Validation
3115,2022-05-18,Validation
3116,2022-05-19,Validation
3117,2022-05-20,Validation
3118,2022-05-23,Validation
3119,2022-05-24,Validation
3120,2022-05-25,Validation
3121,2022-05-26,Validation
3122,2022-05-27,Validation
3123,2022-05-31,Validation
3124,2022-06-01,Validation
3125,2022-06-02,Validation
3126,2022-06-03,Validation
3127,2022-06-06,Validation
3128,2022-06-07,Validation
3129,2022-06-08,Validation
3130,2022-06-09,Validation
3131,2022-06-10,Validation
3132,2022-06-13,Validation
3133,2022-06-14,Validation
3134,2022-06-15,Validation
3135,2022-06-16,Validation
3136,2022-06-17,Validation
3137,2022-06-21,Validation
3138,2022-06-22,Validation
3139,2022-06-23,Validation
3140,2022-06-24,Validation
3141,2022-06-27,Validation
3142,2022-06-28,Validation
3143,2022-06-29,Validation
3144,2022-06-30,Validation
3145,2022-07-01,Validation
3146,2022-07-05,Validation
3147,2022-07-06,Validation
3148,2022-07-07,Validation
3149,2022-07-08,Validation
3150,2022-07-11,Validation
3151,2022-07-12,Validation
3152,2022-07-13,Validation
3153,2022-07-14,Validation
3154,2022-07-15,Validation
3155,2022-07-18,Validation
3156,2022-07-19,Validation
3157,2022-07-20,Validation
3158,2022-07-21,Validation
3159,2022-07-22,Validation
3160,2022-07-25,Validation
3161,2022-07-26,Validation
3162,2022-07-27,Validation
3163,2022-07-28,Validation
3164,2022-07-29,Validation
3165,2022-08-01,Validation
3166,2022-08-02,Validation
3167,2022-08-03,Validation
3168,2022-08-04,Validation
3169,2022-08-05,Validation
3170,2022-08-08,Validation
3171,2022-08-09,Validation
3172,2022-08-10,Validation
3173,2022-08-11,Validation
3174,2022-08-12,Validation
3175,2022-08-15,Validation
3176,2022-08-16,Validation
3177,2022-08-17,Validation
3178,2022-08-18,Validation
3179,2022-08-19,Validation
3180,2022-08-22,Validation
3181,2022-08-23,Validation
3182,2022-08-24,Validation
3183,2022-08-25,Validation
3184,2022-08-26,Validation
3185,2022-08-29,Validation
3186,2022-08-30,Validation
3187,2022-08-31,Validation
3188,2022-09-01,Validation
3189,2022-09-02,Validation
3190,2022-09-06,Validation
3191,2022-09-07,Validation
3192,2022-09-08,Validation
3193,2022-09-09,Validation
3194,2022-09-12,Validation
3195,2022-09-13,Validation
3196,2022-09-14,Validation
3197,2022-09-15,Validation
3198,2022-09-16,Validation
3199,2022-09-19,Validation
3200,2022-09-20,Validation
3201,2022-09-21,Validation
3202,2022-09-22,Validation
3203,2022-09-23,Validation
3204,2022-09-26,Validation
3205,2022-09-27,Validation
3206,2022-09-28,Validation
3207,2022-09-29,Validation
3208,2022-09-30,Validation
3209,2022-10-03,Validation
3210,2022-10-04,Validation
3211,2022-10-05,Validation
3212,2022-10-06,Validation
3213,2022-10-07,Validation
3214,2022-10-10,Validation
3215,2022-10-11,Validation
3216,2022-10-12,Validation
3217,2022-10-13,Validation
3218,2022-10-14,Validation
3219,2022-10-17,Validation
3220,2022-10-18,Validation
3221,2022-10-19,Validation
3222,2022-10-20,Validation
3223,2022-10-21,Validation
3224,2022-10-24,Validation
3225,2022-10-25,Validation
3226,2022-10-26,Validation
3227,2022-10-27,Validation
3228,2022-10-28,Validation
3229,2022-10-31,Validation
3230,2022-11-01,Validation
3231,2022-11-02,Validation
3232,2022-11-03,Validation
3233,2022-11-04,Validation
3234,2022-11-07,Validation
3235,2022-11-08,Validation
3236,2022-11-09,Validation
3237,2022-11-10,Validation
3238,2022-11-11,Validation
3239,2022-11-14,Validation
3240,2022-11-15,Validation
3241,2022-11-16,Validation
3242,2022-11-17,Validation
3243,2022-11-18,Validation
3244,2022-11-21,Validation
3245,2022-11-22,Validation
3246,2022-11-23,Validation
3247,2022-11-25,Validation
3248,2022-11-28,Validation
3249,2022-11-29,Validation
3250,2022-11-30,Validation
3251,2022-12-01,Validation
3252,2022-12-02,Validation
3253,2022-12-05,Validation
3254,2022-12-06,Validation
3255,2022-12-07,Validation
3256,2022-12-08,Validation
3257,2022-12-09,Validation
3258,2022-12-12,Validation
3259,2022-12-13,Validation
3260,2022-12-14,Validation
3261,2022-12-15,Validation
3262,2022-12-16,Validation
3263,2022-12-19,Validation
3264,2022-12-20,Validation
3265,2022-12-21,Validation
3266,2022-12-22,Validation
3267,2022-12-23,Validation
3268,2022-12-27,Validation
3269,2022-12-28,Validation
3270,2022-12-29,Validation
3271,2022-12-30,Validation
3272,2023-01-03,Validation
